Topic,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
DevOps,[DEVOPS-Q540] ELK stack includes,Elasticsearch Logstash Kibana,Elastic Linux Kubernetes,None,Express Logstash Kafka,A,ELK is a popular log management stack.
DevOps,[DEVOPS-Q541] What is a container image?,Read-only template for containers,Running container,Virtual machine,None,A,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q542] Dockerfile is,Script to build Docker image,Container runtime,Kubernetes config,None,A,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q543] Kubernetes Pod is,Smallest deployable unit,Service,Node,None,A,A Pod contains one or more containers.
DevOps,[DEVOPS-Q544] Helm in Kubernetes,Package manager,Container runtime,Monitoring,None,A,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q545] What is a deployment in k8s?,Manages Pod replicas,Single container,None,Storage unit,A,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q546] Rolling update strategy,Updates pods gradually,All at once,None,Blue-green,A,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q547] What is a secret in k8s?,Stores sensitive data,Config map,Log file,None,A,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q548] ConfigMap in k8s,Stores non-sensitive config,Stores secrets,Manages pods,None,A,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q549] YAML files in DevOps,Configuration/definition files,Binary configs,None,Compiled files,A,YAML is human-readable config format widely used.
DevOps,[DEVOPS-Q550] What is GitOps?,Git as source of truth for infra,Git hosting,None,CI tool,A,GitOps uses Git repos to drive infrastructure changes.
DevOps,[DEVOPS-Q551] What is a service mesh?,Infrastructure layer for service comm,API gateway,Load balancer,None,A,Service meshes like Istio manage microservice comms.
DevOps,[DEVOPS-Q552] Shift left testing means,Testing earlier in SDLC,Testing at end,Manual testing,None,A,Shift left moves testing closer to development.
DevOps,[DEVOPS-Q553] What is mean time to recovery (MTTR)?,Average time to restore service,Deploy time,Build time,None,A,MTTR measures how quickly systems recover from failure.
DevOps,[DEVOPS-Q554] SRE stands for,Site Reliability Engineering,Software Release Engineering,None,System Resource Engineering,A,SRE applies software engineering to operations.
DevOps,[DEVOPS-Q555] What is chaos engineering?,Intentional failure testing,Normal testing,Load testing,None,A,Chaos engineering tests resilience via failures.
DevOps,[DEVOPS-Q556] Artifact repository stores,Built software artifacts,Source code,Logs,None,A,Nexus/JFrog store build artifacts for deployment.
DevOps,[DEVOPS-Q557] What is feature flag?,Toggle features without deploy,Git branch,None,Test case,A,Feature flags enable/disable features at runtime.
DevOps,[DEVOPS-Q558] What is observability?,Logs metrics traces,Only logs,Only metrics,None,A,"Observability covers logs, metrics, and tracing."
DevOps,[DEVOPS-Q559] What is a rollback?,Reverting to previous version,Forward deploy,New release,None,A,Rollbacks undo a bad deployment.
DevOps,[DEVOPS-Q560] DevSecOps means,Security integrated into DevOps,Security team separate,None,Dev without security,A,DevSecOps embeds security throughout the pipeline.
DevOps,[DEVOPS-Q561] DevOps combines,Development and Operations,Design and Ops,Dev and QA,None,A,DevOps bridges development and operations teams.
DevOps,[DEVOPS-Q562] CI stands for,Continuous Integration,Continuous Inspection,Code Integration,None,A,CI automatically integrates code changes frequently.
DevOps,[DEVOPS-Q563] CD stands for,Continuous Delivery/Deployment,Code Deployment,Continuous Design,None,A,CD automates delivery or deployment of applications.
DevOps,[DEVOPS-Q564] Docker is used for,Containerization,Virtualization,Orchestration,None,A,Docker packages apps into portable containers.
DevOps,[DEVOPS-Q565] Kubernetes is used for,Container orchestration,Containerization,CI/CD,None,A,Kubernetes automates deployment of containers.
DevOps,[DEVOPS-Q566] Jenkins is,CI/CD automation server,Container tool,Version control,None,A,"Jenkins automates build, test, deploy pipelines."
DevOps,[DEVOPS-Q567] Git is,Distributed version control,CI tool,Container,None,A,Git tracks code changes in a distributed manner.
DevOps,[DEVOPS-Q568] What is Infrastructure as Code?,Managing infra via code,Manual server config,None,Cloud only,A,IaC provisions infrastructure using code files.
DevOps,[DEVOPS-Q569] Terraform is used for,IaC / cloud provisioning,Monitoring,Containerization,None,A,Terraform provisions infrastructure declaratively.
DevOps,[DEVOPS-Q570] Ansible is used for,Configuration management,Container orchestration,CI/CD,None,A,Ansible automates configuration and deployment.
DevOps,[DEVOPS-Q571] What is a pipeline?,Automated workflow stages,Manual process,Database,None,A,Pipelines automate build/test/deploy stages.
DevOps,[DEVOPS-Q572] Blue-Green deployment,Zero-downtime deployment strategy,Rolling update,Canary release,None,A,Blue-green switches between two identical environments.
DevOps,[DEVOPS-Q573] Canary deployment,Gradual rollout to subset,Full rollout,Blue-green,None,A,Canary releases to small user subset first.
DevOps,[DEVOPS-Q574] What is monitoring in DevOps?,Tracking system health,Deployment,Testing,None,A,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q575] Prometheus is,Metrics monitoring tool,CI server,Container,None,A,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q576] Grafana is used for,Visualization dashboards,CI/CD,IaC,None,A,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q577] What is a microservice?,Small independent service,Monolithic app,Database,None,A,Microservices are independently deployable services.
DevOps,[DEVOPS-Q578] Load balancer does,Distributes traffic,Stores data,Monitors logs,None,A,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q579] What is auto-scaling?,Adjusting resources based on demand,Manual scaling,Fixed resources,None,A,Auto-scaling adds/removes instances automatically.
DevOps,[DEVOPS-Q580] ELK stack includes,Elasticsearch Logstash Kibana,Elastic Linux Kubernetes,None,Express Logstash Kafka,A,ELK is a popular log management stack.
DevOps,[DEVOPS-Q581] What is a container image?,Read-only template for containers,Running container,Virtual machine,None,A,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q582] Dockerfile is,Script to build Docker image,Container runtime,Kubernetes config,None,A,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q583] Kubernetes Pod is,Smallest deployable unit,Service,Node,None,A,A Pod contains one or more containers.
DevOps,[DEVOPS-Q584] Helm in Kubernetes,Package manager,Container runtime,Monitoring,None,A,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q585] What is a deployment in k8s?,Manages Pod replicas,Single container,None,Storage unit,A,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q586] Rolling update strategy,Updates pods gradually,All at once,None,Blue-green,A,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q587] What is a secret in k8s?,Stores sensitive data,Config map,Log file,None,A,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q588] ConfigMap in k8s,Stores non-sensitive config,Stores secrets,Manages pods,None,A,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q589] YAML files in DevOps,Configuration/definition files,Binary configs,None,Compiled files,A,YAML is human-readable config format widely used.
DevOps,[DEVOPS-Q590] What is GitOps?,Git as source of truth for infra,Git hosting,None,CI tool,A,GitOps uses Git repos to drive infrastructure changes.
DevOps,[DEVOPS-Q591] What is a service mesh?,Infrastructure layer for service comm,API gateway,Load balancer,None,A,Service meshes like Istio manage microservice comms.
DevOps,[DEVOPS-Q592] Shift left testing means,Testing earlier in SDLC,Testing at end,Manual testing,None,A,Shift left moves testing closer to development.
DevOps,[DEVOPS-Q593] What is mean time to recovery (MTTR)?,Average time to restore service,Deploy time,Build time,None,A,MTTR measures how quickly systems recover from failure.
DevOps,[DEVOPS-Q594] SRE stands for,Site Reliability Engineering,Software Release Engineering,None,System Resource Engineering,A,SRE applies software engineering to operations.
DevOps,[DEVOPS-Q595] What is chaos engineering?,Intentional failure testing,Normal testing,Load testing,None,A,Chaos engineering tests resilience via failures.
DevOps,[DEVOPS-Q596] Artifact repository stores,Built software artifacts,Source code,Logs,None,A,Nexus/JFrog store build artifacts for deployment.
DevOps,[DEVOPS-Q597] What is feature flag?,Toggle features without deploy,Git branch,None,Test case,A,Feature flags enable/disable features at runtime.
DevOps,[DEVOPS-Q598] What is observability?,Logs metrics traces,Only logs,Only metrics,None,A,"Observability covers logs, metrics, and tracing."
DevOps,[DEVOPS-Q599] What is a rollback?,Reverting to previous version,Forward deploy,New release,None,A,Rollbacks undo a bad deployment.
DevOps,[DEVOPS-Q600] DevSecOps means,Security integrated into DevOps,Security team separate,None,Dev without security,A,DevSecOps embeds security throughout the pipeline.
DevOps,[DEVOPS-Q601] DevOps combines,Development and Operations,Design and Ops,Dev and QA,None,A,DevOps bridges development and operations teams.
DevOps,[DEVOPS-Q602] CI stands for,Continuous Integration,Continuous Inspection,Code Integration,None,A,CI automatically integrates code changes frequently.
DevOps,[DEVOPS-Q603] CD stands for,Continuous Delivery/Deployment,Code Deployment,Continuous Design,None,A,CD automates delivery or deployment of applications.
DevOps,[DEVOPS-Q604] Docker is used for,Containerization,Virtualization,Orchestration,None,A,Docker packages apps into portable containers.
DevOps,[DEVOPS-Q605] Kubernetes is used for,Container orchestration,Containerization,CI/CD,None,A,Kubernetes automates deployment of containers.
DevOps,[DEVOPS-Q606] Jenkins is,CI/CD automation server,Container tool,Version control,None,A,"Jenkins automates build, test, deploy pipelines."
DevOps,[DEVOPS-Q607] Git is,Distributed version control,CI tool,Container,None,A,Git tracks code changes in a distributed manner.
DevOps,[DEVOPS-Q608] What is Infrastructure as Code?,Managing infra via code,Manual server config,None,Cloud only,A,IaC provisions infrastructure using code files.
DevOps,[DEVOPS-Q609] Terraform is used for,IaC / cloud provisioning,Monitoring,Containerization,None,A,Terraform provisions infrastructure declaratively.
DevOps,[DEVOPS-Q610] Ansible is used for,Configuration management,Container orchestration,CI/CD,None,A,Ansible automates configuration and deployment.
DevOps,[DEVOPS-Q611] What is a pipeline?,Automated workflow stages,Manual process,Database,None,A,Pipelines automate build/test/deploy stages.
DevOps,[DEVOPS-Q612] Blue-Green deployment,Zero-downtime deployment strategy,Rolling update,Canary release,None,A,Blue-green switches between two identical environments.
DevOps,[DEVOPS-Q613] Canary deployment,Gradual rollout to subset,Full rollout,Blue-green,None,A,Canary releases to small user subset first.
DevOps,[DEVOPS-Q614] What is monitoring in DevOps?,Tracking system health,Deployment,Testing,None,A,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q615] Prometheus is,Metrics monitoring tool,CI server,Container,None,A,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q616] Grafana is used for,Visualization dashboards,CI/CD,IaC,None,A,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q617] What is a microservice?,Small independent service,Monolithic app,Database,None,A,Microservices are independently deployable services.
DevOps,[DEVOPS-Q618] Load balancer does,Distributes traffic,Stores data,Monitors logs,None,A,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q619] What is auto-scaling?,Adjusting resources based on demand,Manual scaling,Fixed resources,None,A,Auto-scaling adds/removes instances automatically.
DevOps,[DEVOPS-Q620] ELK stack includes,Elasticsearch Logstash Kibana,Elastic Linux Kubernetes,None,Express Logstash Kafka,A,ELK is a popular log management stack.
DevOps,[DEVOPS-Q621] What is a container image?,Read-only template for containers,Running container,Virtual machine,None,A,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q622] Dockerfile is,Script to build Docker image,Container runtime,Kubernetes config,None,A,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q623] Kubernetes Pod is,Smallest deployable unit,Service,Node,None,A,A Pod contains one or more containers.
DevOps,[DEVOPS-Q624] Helm in Kubernetes,Package manager,Container runtime,Monitoring,None,A,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q625] What is a deployment in k8s?,Manages Pod replicas,Single container,None,Storage unit,A,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q626] Rolling update strategy,Updates pods gradually,All at once,None,Blue-green,A,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q627] What is a secret in k8s?,Stores sensitive data,Config map,Log file,None,A,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q628] ConfigMap in k8s,Stores non-sensitive config,Stores secrets,Manages pods,None,A,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q629] YAML files in DevOps,Configuration/definition files,Binary configs,None,Compiled files,A,YAML is human-readable config format widely used.
